deg,mos_pred,noi_pred,dis_pred,col_pred,loud_pred,model
fake_34.wav,2.899958,3.1681745,3.67514,2.7705827,3.7110372,NISQAv2
real_1505.wav,3.885574,4.136774,4.2245607,3.4331214,4.196585,NISQAv2
fake_2313.wav,3.0666351,3.5257165,3.7786155,2.7845333,3.6690567,NISQAv2
real_164.wav,2.225905,3.548053,3.1123626,2.5803525,3.4464266,NISQAv2
fake_1829.wav,3.0117953,2.1187398,4.068121,3.2252162,3.633971,NISQAv2
fake_1197.wav,3.1667933,3.3871615,4.140313,3.2267454,3.9578376,NISQAv2
fake_970.wav,3.6395042,3.5962305,4.183342,3.1142108,3.9610875,NISQAv2
real_602.wav,4.6581926,4.4469504,4.7365584,4.297177,4.5890145,NISQAv2
real_1288.wav,2.2364478,3.5344138,2.1749828,2.5105531,3.5601485,NISQAv2
real_27.wav,4.4935126,4.326976,4.5316706,4.1248393,4.4358974,NISQAv2
real_616.wav,4.447401,3.9264715,4.574235,4.2869887,4.403006,NISQAv2
fake_964.wav,3.50621,3.6465154,4.151192,3.184838,3.9201999,NISQAv2
real_33.wav,4.4159346,4.002014,4.519442,4.1777434,4.442229,NISQAv2
fake_1183.wav,2.9857953,3.5177052,3.540149,2.4885786,3.7017043,NISQAv2
real_170.wav,4.4380274,4.464023,4.4326525,4.1187644,4.4325643,NISQAv2
fake_1815.wav,2.7538323,2.3248398,4.0175138,3.0588024,3.5470054,NISQAv2
real_158.wav,4.314847,4.340525,4.3492336,3.9048595,4.3827043,NISQAv2
fake_794.wav,2.380378,2.9198444,3.9881566,2.1464396,3.2914963,NISQAv2
fake_958.wav,2.9525356,2.8706028,3.8393013,2.38683,3.7157109,NISQAv2
fake_780.wav,3.1604302,3.8805027,3.9541833,2.905484,3.7407215,NISQAv2
fake_1801.wav,2.5527058,2.0748398,3.8394399,2.8535354,3.4084642,NISQAv2
fake_1356.wav,2.572975,3.2977455,2.867126,2.32212,3.336256,NISQAv2
real_2540.wav,3.7812216,3.7297244,3.791533,3.3519256,3.966398,NISQAv2
real_1049.wav,4.033636,3.5152047,4.466797,4.103053,4.3526645,NISQAv2
fake_569.wav,3.5553586,2.344884,4.3171625,3.6200528,4.0758357,NISQAv2
fake_2139.wav,2.0291498,2.8223932,2.884569,2.2778003,3.1748326,NISQAv2
fake_1430.wav,2.9594982,2.116454,3.8988864,2.7739608,3.752146,NISQAv2
real_2226.wav,4.064748,3.8273718,4.2700872,3.8623946,4.3476505,NISQAv2
fake_1424.wav,2.975944,2.3852015,3.6846492,2.7629054,3.6653295,NISQAv2
real_2232.wav,4.0337405,3.9802017,4.0961075,3.81481,4.290542,NISQAv2
fake_1342.wav,3.0611641,3.3058171,3.5031261,2.890104,3.7599144,NISQAv2
real_2554.wav,4.444362,4.2970533,4.6257787,4.2862463,4.410715,NISQAv2
fake_555.wav,3.4025874,2.4697144,4.2533236,3.5206,4.0122523,NISQAv2
